	coll_lecture	sentence	reflection	sentiment
3418	2	Es ist wie ein Muskel, der sich abbaut, wenn er nicht benutzt wird.	1	3
3221	2	Ich kann es kaum glauben!	0	4
1374	2	"Craft (2002, S. 91) sagt, dass ""Vorstellungskraft und Kreativität einen Ansatz im Leben beinhalten, der mit: 'vielleicht wenn' oder 'was wäre wenn'""."	0	3
1412	2	Etwas anderes, das ich gerne in meine Beiträge integrieren würde, sind direkte Links zur beruflichen Praxis und mehr Verweise auf wissenschaftliche Texte.	0	4
2749	2	Im Laufe des Abends wurde erwähnt, dass wir das Spielen nicht rechtfertigen müssen, als ob es ein Genuss wäre.	0	3
3194	2	Es wird darauf hingewiesen, dass Ängste dazu führen können, dass Lehrer weniger Zeit mit ihren Schülern verbringen, um an Mathematik zu arbeiten.	0	2
146	2	"In Anbetracht der Tatsache, dass ""Doctor Who"" zu dieser Zeit sehr populär war, diente dieser Kontext als großartiges Vehikel, um sicherzustellen, dass Wallace und Bruce für eine Klasse zu dieser Zeit relevanter denn je waren."	1	4
3314	2	Lernen durch Beobachten-Soziale-Kognitive-Theorie-und-Vicarious-Learning	0	3
2249	2	sie tanzten und lachten zusammen.	0	4
1806	2	Ihre Arbeit reicht von Einzelunterstützung bis hin zu frühmorgendlichen Interventionen in der Gruppe und wird von den anderen Mitarbeitern der Schule massiv unterstützt und gut genutzt.	0	4
2002	2	Selbstbeurteilung ist auch eine nützliche Form des Feedbacks, wie in der Demonstration einer Lehrerin zu sehen ist, die sich selbst im Klassenzimmer aufnimmt und dies zur Reflexion nutzt	0	4
3073	2	Worüber werden sich die Kinder unterhalten?	1	3
1292	2	"Wenn also das nächste Mal jemand kommentiert, dass ich mich wie ein ""Kind"" verhalte, werde ich es als Kompliment auffassen."	1	4
2162	2	Ich habe heute allerdings an 3 Unterrichtsstunden teilgenommen und an einer Versammlung über Cricket, was toll war, da ich Cricket liebe (ich weiß, es ist komisch, weil ich Schotte bin, aber ich kann nicht anders) und es ist Cricket-Saison in Moulsford, also werde ich definitiv versuchen, irgendwann einen Cricket-Tee zu besuchen, bevor ich abreise!	1	4
1831	2	Sie sind ein nettes Team und ich freue mich darauf, in den nächsten vier Wochen noch mehr vom Learning Support Team zu lernen.	1	4
1760	2	Von der Wahl, was wir essen, bis hin zur Überlegung, wie sich unsere Entscheidungen auf die Umgebung auswirken	0	3
917	2	Das Plenum: Die Gruppen 3 und 4 arbeiteten wirklich hart, um die geforderten Ergebnisse zu liefern.	0	4
1952	2	Ich muss sicherstellen, dass die Aktivitäten so rechtzeitig geplant werden, dass Änderungen vorgenommen werden können, wenn es nötig ist, und auch so, dass sie so ansprechend und motivierend wie möglich sind.	1	3
3385	2	Während ihres gesamten Lebens werden Kinder mit nationalen Normen verglichen.	0	3
1647	2	"Während meiner gesamten Schulzeit habe ich mich nie wirklich in einem bestimmten Fach hervorgetan, ich habe das Gefühl, dass dies vor allem an einem allgemeinen Mangel an Begeisterung lag, die Leute sagen immer ""ein guter Handwerker gibt nie seinem Werkzeug die Schuld"", aber ich glaube, dass meine Lehrer zum Teil daran schuld waren."	1	2
306	2	Wie Sie sehen können, hatten wir einige Kenntnisse über viele Weltreligionen.	0	3
647	2	Ich kann nicht sagen, dass wir irgendwelche anderen Aspekte der Geschichte gelernt haben, da meine Liebe zur Geschichte so stark ist.	0	3
3007	2	Indem sie die Extrameile gehen, zeigen sie diese Hingabe.	0	3
3440	2	Der General Teaching Council for Scotland (GTCS)	0	3
791	2	Wir müssen als menschliche Rasse dieses Gefühl so schnell wie möglich komplett ausmerzen.	0	3
1777	2	Bei wissenschaftlichen Experimenten ist ein fairer Test einer, bei dem die Variablen kontrolliert werden und eine Voreingenommenheit vermieden wird.	0	3
1077	2	Wenn wir nicht in der Lage sind, auf uns selbst aufzupassen, wie sollen wir dann anderen beibringen, genau das zu tun?	1	3
1127	2	"Die National Association for Gifted Children (2010, S. 1) definiert begabte Personen als ""diejenigen, die ein herausragendes Maß an Begabung oder Kompetenz in einem oder mehreren Bereichen zeigen."	0	4
3125	2	"Während des Lesens würde ich die Kinder ermutigen, bei den sich wiederholenden Sätzen mitzumachen (""Ich habe gewonnen. Ich bin der Beste."")"	1	3
2202	2	Fangen wir also so an, wie wir vorhaben, weiterzumachen!	0	3
98	1	Unabhängig davon was damit möglich wäre, denke ich stand jetzt nicht, dass die Aufgabenstellung leichter oder schwerer geworden ist. 	1	3
2731	2	Aber als die Lehrerin die Äpfel in zwei Hälften schnitt, war deutlich zu sehen, dass ein Apfel (derjenige, der mit Sorgfalt behandelt worden war) frisch und gesund war, während der andere zerschlagen und zerquetscht war.	0	3
864	2	Ja, wir brauchten acht Leute, um eine Schachtel zu machen, was sich vielleicht lächerlich anhört, aber gleichzeitig arbeiten Kinder manchmal besser im Team und ich weiß genau, dass ich das ohne die anderen nicht geschafft hätte!	1	3
1195	2	Als Lehramtsstudent ist es wichtig, Hilfe zu suchen, wenn Sie auf ein Problem stoßen.	0	3
1175	2	5. Seien Sie offen für Gespräche mit den Eltern und der Schulleitung darüber, was das Beste für diese Kinder ist und vergessen Sie bitte nicht den Humor und den Spaß!	1	3
598	2	In diesem Sinne haben wir mit den Kindern ein Projekt über verschiedene Länder der Welt gemacht - Amerika, China.	0	3
785	2	Dieses Gefühl, dass Männer besser sind als Frauen, gibt es schon seit Jahrhunderten, und nur weil man mit Kindern von klein auf darüber spricht, bedeutet das nicht, dass es nicht immer noch ein unterschwelliges Gefühl gibt, dass manche Berufe für Männer und manche für Frauen sind.	1	2
88	1	Vorher konnte ich kaum mit mit dem Begriff Überwachtes/	1	2
3550	2	Ich hoffe, dass ich auch die Möglichkeit haben werde, einige Stunden zu leiten, insbesondere die Kodaly-Stunden.	1	3
1863	2	Wie bereits erwähnt, habe ich mich mit der Lehrerin der Klasse 3 darüber unterhalten, dass ich zu Beginn des nächsten Schuljahres einige eigene Unterrichtsstunden halten werde.	0	3
334	2	Das zweite Lerngespräch fand mit Oscar Chamberlain statt, der über IKT im Klassenzimmer sprach und darüber, wie wir Excel und andere Anwendungen zu unserem Vorteil nutzen können.	0	3
1153	2	Verstehen Sie mich nicht falsch, ich verabscheue Hausaufgaben genauso sehr wie jeder andere und ich bin der schlimmste Zauderer der Welt, wenn es um das Schreiben von Aufgaben geht, aber ich habe viel von intellektuellen Diskussionen und den sozialen Interaktionen, die damit einhergehen.	1	4
2552	2	Das bringt mich zu einem weiteren Ärgernis von mir - den Lehrern oder Praktikern, die sich weigern, mit den Kindern nach draußen zu gehen, wenn es ein bisschen regnerisch, ein bisschen kalt oder ein bisschen matschig ist!	1	2
2920	2	Ich würde in regelmäßigen Abständen innehalten, um die Kinder zu ermutigen, darüber zu sprechen, was die Figuren vielleicht fühlen.	1	3
627	2	Eine kurze Einführung in meine Klasse und ein kurzes Gespräch mit dem Lehrer haben mir einen kleinen Einblick in die Klassendynamik gegeben.	1	3
998	2	Das atemberaubende Schloss am Sonntag war Alnwick Castle - Heimat des Herzogs von Northumberland, hat einige prächtige Prunkräume und ist eine der Inspirationen für das Äußere von Hogwarts, einschließlich der Szene, in der die Besenstiel-Lektion in Harry Potter und der Stein der Weisen gefilmt wurde (absolut nicht der Grund, warum ich dort war *ähem).	0	4
2854	2	Unsere beruflichen Werte sind unsere Überzeugungen und Prinzipien, die uns in unserem gewählten Beruf als Lehrer leiten.	0	3
16	1	Zusammen mit meinen beiden anderen Teammitgleidern haben wir uns an einem Tag an ein frustrierendes Problem gesetzt.	1	2
2916	2	Am Ende hat er alle seine neuen Kleider aufgegeben und trägt wieder sein altes, schmuddeliges Gewand.	0	3
2287	2	Die Realität ist jedoch genau das Gegenteil, und ein Lehrer muss sich zu kontinuierlichem, berufsbegleitendem Lernen verpflichten.  	1	3
1479	2	Vor Moulsford war meine eigene Erfahrung mit Phonetik begrenzt und ich war mir nie ganz sicher, was sie ist, wie sie gelehrt wird oder ob sie funktioniert.	1	2
1455	2	Ich fühlte mich sicher und in der Lage, aufzustehen und Unterricht in Englisch, aber auch in der Fremdsprache zu halten.	1	4
1744	2	Ich habe auch das Gefühl, dass das modernere Gefühl die Tatsache widerspiegelt, dass diese Kirche immer noch genutzt wird und nicht nur eine alte Touristenattraktion ist.	1	3
2699	2	Ein Jahr später und ich frage mich immer noch wütend, was meine Eltern damit zu tun haben, dass ich unbedingt Erzieherin werden wollte.	1	2
1823	2	Das ganze System in Moulsford ist erstaunlich, nirgendwo sonst habe ich gesehen, dass jedes Kind in der dritten Klasse auf Unterstützungsbedarf untersucht wird, und ich frage mich, wenn ich im gleichen Alter wegen meiner Legasthenie untersucht worden wäre, ob es dann entdeckt worden wäre und mir die Schule leichter gemacht worden wäre.	1	3
2465	2	Echte Reflexion ist eine Handlung!	0	4
1265	2	Er bat mich, eine dritte Option in Betracht zu ziehen.	0	3
3414	2	Wie schnell dies geschieht und was zurückgeschnitten wird, hängt von der Umgebung und den Interessen ab.	0	3
417	2	Um mein Selbstvertrauen zu verbessern, werde ich mich definitiv mehr mit verschiedenen Bereichen der Wissenschaft beschäftigen.	1	3
1640	2	4. Schließlich spricht sie über die longitudinale Kohärenz, die mir eine der wichtigsten zu sein scheint.	0	3
1819	2	Anders als in schottischen/englischen staatlichen Schulen, in denen jegliche Unterstützung durch die Schule oder externes Hilfspersonal (z.B. NHS) völlig kostenlos ist, wird an einer Privatschule die Eins-zu-eins-Lernunterstützung zusätzlich zu den Gebühren berechnet, die die Eltern bereits zahlen.	1	2
3301	2	Wenn Sie gelegentlich loben, werden sie motiviert sein, härter zu arbeiten.	1	4
735	2	Ich erinnere mich jedoch daran, dass in der Grundschule ein großer Schwerpunkt auf dem Sportunterricht lag und in der High School auf Sex, Beziehungen und Drogen, bevor in meinem letzten Schuljahr die große Umstellung stattfand.	1	3
3183	2	In den ersten Kapiteln geht es um die negative Einstellung gegenüber dem Fach und die Ängste, die Lehramtsstudenten erleben, wenn sie beginnen, Kinder in Mathematik zu unterrichten.	0	3
505	2	Ich habe in der Vergangenheit einige meiner Führungsqualitäten eingesetzt, als ich als stellvertretender Manager fungierte und ein Team von Mitarbeitern leitete.	1	3
2895	2	Andere respektieren - das bedeutet, dem Sprecher aktiv zuzuhören und nicht zu sprechen, während jemand anderes spricht.	0	3
2194	2	Ich genieße die Spielstunden wirklich und habe vor, nächste Woche ein paar weitere Stunden zu beobachten und darüber zu schreiben, wie Moulsford hier Spiele im Vergleich zum schottischen Unterricht durchführt.	1	4
2033	2	In der Vergangenheit habe ich mich schuldig gemacht, Kritik etwas persönlich zu nehmen und eine emotionale Reaktion zu zeigen.	1	2
37	2	Dies könnte eine einfache schwarz-weiße Uniform sein, mit der Möglichkeit, Abzeichen oder farbige Krawatten zur Identifikation aufzunähen.	0	3
1920	2	Ich war auch entspannter, wenn ich meine Unterrichtspläne gut kannte und mich deshalb nicht so sehr auf den Inhalt des Unterrichts konzentrieren musste.	1	4
1335	2	Vielleicht ist das Loslassen des Bedürfnisses, so viel Kontrolle zu haben, etwas, das neue Lernmöglichkeiten entstehen lässt.	1	4
3225	2	Bevor ich das 2. Studienjahr begann, schrieb ich einen Beitrag mit den folgenden Zielen:	0	3
2855	2	Sie spiegeln das wider, was wir für moralisch richtig halten, wie z. B. Standards, Ethik und Praktiken.	0	3
2114	2	Ich werde also nicht mehr darüber reden.  	0	3
2595	2	Ich habe mir Zeit genommen, um sicherzustellen, dass ich alle Bereiche der Erfolgskriterien abgedeckt habe, daher ist die Tatsache, dass sie das aufgegriffen haben, sehr gut für mein Selbstvertrauen.	1	4
132	0	Es ist schwer, das Gesamtszenario zu kontrollieren, aber die individuelle Entwicklung, sowohl moralisch als auch pädagogisch, wird es ändern können.	1	3
3247	2	Ich war begeistert, ein Praktikum zum Lernen aus dem Leben zu finden, das interessant, herausfordernd und unglaublich lohnend war.	1	4
1204	2	Vertrauen und Respekt (Schwerpunkt meiner Expertengruppe)	0	3
2592	2	Es gab mir die Zuversicht, dass das, was ich tue, richtig ist, und dass andere es nachvollziehen können und mit meinen Gedanken übereinstimmen.	1	4
201	2	Die Hunde liefen und spielten lange mit den Kindern, aber nach einer Weile gingen die Kinder los, um ihr eigenes Ding zu machen - meistens kletterten sie auf Bäume, Stämme, Leitern, zogen an den Seilen und bauten Schaukeln.	0	3
3197	2	Ich glaube nicht, dass ich jemals zu 100 % von meinen Mathefähigkeiten überzeugt sein werde;	1	2
2742	2	Wenn Sie einige der Untersuchungen und Beweise lesen möchten, auf denen die Upstart-Kampagne basiert, besuchen Sie bitte Upstart Scotland - The Evidence.	0	3
2341	2	Jungs haben mit dem Studium dieses Klassikers begonnen	0	3
2005	2	Ich habe in der Vergangenheit damit zu tun gehabt, Feedback zu geben und zu erhalten, insbesondere durch meine Tätigkeit als stellvertretende Leiterin in einer Kindertagesstätte.	0	3
3340	2	"Das Zitat ""Das Leben beginnt mit 40"" kommt mir in den Sinn."	0	3
2224	2	" In Liping Ma's Idee eines ""tiefen Verständnisses grundlegender Mathematik"" erwähnt sie ""Verbundenheit"" und dies ist ein großartiges Beispiel dafür, wie wir zwei Themen miteinander verbinden können, die auf den ersten Blick völlig unverbunden erscheinen."	1	4
1074	2	"Was werde ich heute tun, das mich als Person nährt? (Ferguson, 2008, S. 93) ""(Ferguson, 2008, S. 93)"	1	3
1583	2	Ich habe eine große Leidenschaft für das Lernen im Freien und bin der Meinung, dass dies, wenn es sorgfältig geplant und umgesetzt wird, ein hilfreiches Mittel sein kann, um den Kindern von klein auf einen gesunden Lebensstil zu vermitteln.	1	5
1099	2	In unserem Input diskutierten wir darüber, wie viel Mathematik wirklich dahintersteckt.	0	3
100	2	Als Schülerin reizt mich die Aussicht, ein Klassenzimmer zu verändern, aber ich weiß auch, dass es wichtig ist, es nicht zu oft zu verändern, und dass bestimmte Schüler aus verschiedenen Gründen auf bestimmten Plätzen sitzen können.	1	3
1565	2	"Es könnte auch eine Verbindung zur Lese- und Schreibfähigkeit hergestellt werden, da ""es enge Verbindungen ... zwischen den expressiven Künsten und dem kreativen Schreiben gibt"" (Scottish Government, ohne Datum, S. 3)."	0	3
2225	2	Wenn wir uns das obige Beispiel islamischer Kunst ansehen, ist es klar, dass die Mathematik bei ihrer Entstehung ins Spiel kam, Kunst dieses Ursprungs ist in der Regel bis zum Rand mit schönen geometrischen Mustern gefüllt, die mathematische Konzepte wie Form, Wiederholung und Rotation beinhalten.	1	3
425	2	Ich werde in der Lage sein, zu messen, wie weit ich mein Ziel erreicht habe, indem ich die Menge an Wissen aufnehme, die ich aufgenommen habe; und ob ich dazu komme, es zu tun oder nicht.  Erreichbar: Ich habe mein Ziel einfach und realistisch gehalten.	1	3
2130	2	Durch die Teilnahme an der Personalversammlung konnte ich mein professionelles Engagement für meine Rolle als Lehrer demonstrieren (Medwell und Simpson, 2008, Kapitel 4), was laut GTCS (2012, S. 5) auch ein wichtiger Teil des Lehrerdaseins in Schottland ist, und ich konnte auch einige wertvolle Diskussionen aufgreifen, die über die Schule im Sommersemester stattfanden.	1	4
1141	2	Es kann auch den Anschein haben, dass ich oft übermäßig dramatisch bin oder Dinge überdenke/verkompliziere, die andere als ziemlich einfach ansehen.	1	2
1682	2	"Die Lehrerin, die das Gespräch leitete, diskutierte mit uns über ""die Grube"" und darüber, was der Einsatz dieses Werkzeugs für unseren Unterricht und das Lernen der Kinder bedeuten könnte."	0	3
3148	2	Eine schöne Aktivität (die ich auf Pinterest gesehen habe) könnte darin bestehen, die Kinder zu ermutigen, etwas über eine andere Person aufzuschreiben/zu sagen, was sie gut macht.  	1	4
1430	2	"Aus interdisziplinärer Sicht ist eines der großartigen Dinge am Theater, dass es den Lehrern erlaubt, die Vorstellungskraft der Kinder anzuregen und sie dazu zu bringen, mehr über diese Figur herauszufinden - in diesem Fall wäre es eine großartige Verbindung zu ""Menschen, vergangenen Ereignissen und Gesellschaften"" (Education Scotland, undatiert)."	1	4
987	2	"Daher möchte ich Sie dringend bitten, die Sprache zu überdenken, die Sie im Zusammenhang mit der ""Fähigkeit"" Musik verwenden."	0	3
3347	2	Auch, dass die Aktivitäten im Alter von 4-5 Jahren zielorientiert werden, was ich persönlich nachvollziehen kann, da ich meine kleine Schwester gerade durch diese Phase gehen sehe.  	1	4
27	2	Aber selbst innerhalb dieser Zwänge sind wir als Erwachsene in der Lage, eine gewisse Individualität und Persönlichkeit durch unser Aussehen zu zeigen.	1	4
2515	2	Ich finde die Idee, dass Technologie allmählich die Lehrer ersetzt, ziemlich beunruhigend.	1	2
290	2	(Education Scotland)	0	3
633	2	Vor kurzem habe ich wieder an der Universität angefangen (was für ein Schock für das System - das kann ich Ihnen sagen) und mein Wahlmodul ist Geschichte.	0	3
1016	2	All diese alten Ressourcen haben einen gewissen Wert, ja, und ich sage keineswegs, dass wir sie wegwerfen sollten, ich sage nur, dass wir uns nicht auf sie verlassen, sondern sie mit neueren Ideen mischen sollten.	1	3
67	1	Umgebungskonflikte zwischen der Umgebung des Autors und unserer Umgebung verursachten Probleme bei der Ausführung des Codes, wir nahmen an, dass beide Umgebungen gleich sind, aber es stellte sich heraus, dass dies nicht der Fall war	1	2
2355	2	Ich habe herausgefunden, welche Kinder in dieser Stunde zusätzliche Unterstützung brauchen, vor allem, weil dies die letzte Stunde eines sehr langen Tages für diese Jungen ist, und ich werde sie in meine Planung einbeziehen, um sicherzustellen, dass sie die Unterstützung bekommen, die sie von mir und dem Lehrer brauchen.	1	3
1037	2	Kinder werden eine große Bandbreite an Vorstellungen davon haben, was z.B. Geographie bedeutet, und das beinhaltet sowohl direkte als auch indirekte Erfahrungen.	0	3
1585	2	Dies ist ein Ansatz, der bei der Planung verwendet werden kann, um Erfahrungen zu schaffen, die die Schüler herausfordern und engagieren - und der Verbindungen zu Theorien des sozialen Lernens wie Vygotskys Zone der proximalen Entwicklung herstellt.	0	3
70	0	Dieser Kurs ist eine Einladung, kreativ zu sein und ich denke, dass mehr Zeit für eine bessere Leistung benötigt wird	1	3
2869	2	Es lässt sich nicht leugnen, dass es viele Veränderungen zwischen den Klassenzimmern von früher und denen von heute gegeben hat.	0	3
2409	2	Der Lehrer in dieser Klasse sprach mit den Schülern, als ob sie Erwachsene wären, was mich wirklich beeindruckt hat und etwas ist, das ich in Moulsford oft sehe.	1	4
577	2	Zu diesem Zeitpunkt könnte die ganze Klasse die verschiedenen Rezepte, die am Mittwoch erstellt wurden, durchsehen und über ihre Arbeit in der Gruppe reflektieren, haben sie alle die richtigen Aufgaben gehabt?	0	3
2897	2	Wenn die Kinder einen Beitrag leisten, sollten sie sich fragen: Ist er hilfreich?	0	3
2444	2	Ich konnte sehen, dass die Jungen in der Lage waren, erfolgreich Fragen über Tiere zu stellen, nachdem sie ihre Klassifizierungsschlüssel markiert hatten.	1	4
1416	2	Als ich diesen Beitrag las, gingen in meinem Kopf viele kleine Glühbirnen auf.	0	4
3091	2	Verschiedene Kinder lernen in unterschiedlichem Tempo, und es ist wichtig zu erkennen, dass einige Kinder viel mehr Zeit brauchen, um Konzepte zu begreifen als andere.	1	3
62	0	ich habe Übersicht über die so viele Informationen und Materialien verloren	1	2
2049	2	Wenn ich also 3 Sockenfarben habe und 3 von jeder Farbe, müsste ich 4 Socken herausziehen, um zu garantieren, dass ich ein Paar habe.	1	3
2258	2	Ich denke, dass eine große Menge an Erfahrungen aus dem wirklichen Leben den Situationen, über die die Studenten lesen, mehr Tiefe und Realität verleiht und bedeutet, dass die Studenten auch die persönlichen Qualitäten sehen können, die für den Erfolg in dieser Rolle wichtig sind.	1	3
3330	2	Ich bin mit den Altersstufen innerhalb der Freud'schen Entwicklungsstufen nicht einverstanden, da ich seine Ansicht, dass wir im Alter von 18 Jahren aufhören uns zu entwickeln, für, nun ja, verrückt halte.	1	2
2711	2	Kinder sind auch selbstbewusster, wenn sie phonologische Bewusstheit haben, und verwenden oft erfundene Schreibweisen, wenn sie versuchen, neue Wörter zu schreiben und zu buchstabieren.	0	3
1570	2	Ich komme aus einer Familie mit vier Kindern, und drei von uns wurden/werden von großartigen Instrumentallehrern unterrichtet, die vom Edinburgh Council angestellt sind.  Als Lehrer denke ich, dass es wichtig ist, dass wir die Bedeutung der Musik für das Leben junger Menschen sehen und uns gegen höhere Behörden wehren, wenn sie vorschlagen, dass sie nicht so wichtig ist wie andere Aspekte des Lehrplans.	0	4
2509	2	In diesen Schulen verbringen die Kinder etwa ein Viertel ihres Schultages online.  	0	3
574	2	Indem Sie ihnen diese Gelegenheit im Klassenzimmer geben, erweitern Sie ihre Erfahrungen und verbinden die Ergebnisse der Lese- und Schreibkompetenz mit Gesundheit und Wohlbefinden.	1	4
2330	2	Plötzlich und ohne besonderen Grund fiel mir das Menü am oberen Rand der Seite auf.	0	3
2385	2	Der Unterrichtsplan und die Auswertung für die Mathematikstunde - Jahrgangsstufe 4 - Woche 4 ist da, wenn Sie auf den Link klicken.	0	3
3142	2	Das Erlernen der Sprache der Gefühle kann Kindern helfen, ihre Emotionen zu bewältigen oder jemanden anzusprechen, wenn sie Unterstützung brauchen.	1	4
689	2	Ich setze mich dafür ein, die Lernenden zu motivieren und zu inspirieren, indem ich ihren sozialen und wirtschaftlichen Kontext, ihre Individualität und ihre spezifischen Lernbedürfnisse anerkenne und Lernhindernisse berücksichtige.	1	4
264	2	*Ich habe gerade meine Tanzklasse unterrichtet, im Grunde ohne Stimme.	0	2
2754	2	Als ich jedoch zu Hause darüber nachdachte, wurde mir klar, dass: Spielen IST Lernen!	1	3
2605	2	Wenn es darum geht, ihre Arbeiten durchzulesen, werde ich auf jeden Fall berücksichtigen, was ich daraus gelernt habe, wenn ich ihnen Tipps gebe!	1	3
1743	2	Mir wurde gesagt, dass dieser Teil der Kirche nach einem Brand wieder aufgebaut wurde.	0	3
1080	2	Sie würden immer noch mit den restlichen Bällen jonglieren, aber vielleicht mit einem Lächeln im Gesicht.	0	3
1795	2	Ich gehe sehr offen und ehrlich damit um und hatte während der gesamten Grundschulzeit mit dem Lesen, der Rechtschreibung und vor allem der gälischen Sprache zu kämpfen.	1	2
287	2	"Das besagt auch der Abschnitt ""Prinzipien und Praxis"" im Abschnitt ""Religiöse und moralische Erziehung"" des Lehrplans:   Image from morguefile.com"	0	3
3217	2	Wie bei so vielem Lernen kommt das Interesse, wenn der Lehrer eine Idee oder ein Missverständnis verwendet, das für die Kinder relevant ist (z.B. indem er etwas in Frage stellt, das in einem Film vorkommt, oder indem er ein praktisches Experiment/eine Demonstration verwendet, oder indem er einen Ausflug macht...)	1	4
575	2	Freitag -	0	3
1109	2	Ich kann Töne, Texte und Bilder erstellen, aufnehmen und manipulieren, um Erfahrungen, Ideen und Informationen auf kreative und ansprechende Weise zu vermitteln.	1	3
738	2	Da ich noch Studentin bin, hatte ich noch kein Praktikum und in meiner bisherigen Arbeit hatte ich noch nicht viel Erfahrung in der Arbeit mit Familien, nur mit Kindern.	1	3
1169	2	1. Erlauben Sie ihnen, nachzuforschen, zu erkunden, Fragen zu stellen und ihr Wissen zu erweitern, ABER vergessen Sie nicht, dass sie auch Kinder sind.	1	3
3545	2	In dieser Woche hatte ich auch die Gelegenheit, mit einigen Lehrern der verschiedenen Schulen zu sprechen.	0	3
1552	2	Nachdem wir diese Aufgabe gelöst hatten, sollten wir uns überlegen, wie aus unserem gewählten Objekt ein menschlicher Charakter entwickelt werden könnte.	0	3
2756	2	So sehr ich mich auch bemühte, mir fiel kein Beispiel für ein Spiel ein, bei dem kein Lernen stattfand.	1	3
1157	2	Ich habe jedoch das große Glück, Freunde in meiner Peer-Group zu haben, die mich so schätzen, wie ich bin, und ich weiß es wirklich zu schätzen, dass viele von ihnen sich die Zeit nehmen, zu versuchen, mein kompliziertes Gehirn zu verstehen und zu unterstützen!	1	5
539	2	Ich hoffe, dass ich diese Fähigkeit entwickeln kann, indem ich meinen ePortfolio-Blog kontinuierlich mit reflektierenden Berichten aktualisiere.	1	4
728	2	Das Beobachten der Gesundheit und des Wohlbefindens eines Kindes bedeutet, dass Sie überprüfen können, ob es gesund oder sicher ist usw., und als Fachkraft haben Sie die Verantwortung, zu erkennen, wenn etwas nicht stimmt.	1	3
3085	2	Mitfühlend zu sein, bedeutet, Mitgefühl und Sorge für andere zu zeigen.	0	3
3166	2	Mein Vater erzählt eine sehr amüsante Geschichte über das Bestehen (oder besser gesagt: Nichtbestehen) seines Mathe-O-Levels.	0	4
467	2	Während meines Studiums in einer Kindertagesstätte ist es wichtig, dass ich die Verantwortung für die Kinder übernehmen kann.	0	3
677	2	Die Kinder haben meine Hinweise sehr schnell herausgefunden, schienen die Aufgabe aber trotzdem zu genießen.	1	4
3235	2	Obwohl ich mich als Buddy angemeldet und an der ersten Sitzung teilgenommen habe, habe ich keine Gelegenheit gefunden, mit den Studenten des ersten Jahres zu arbeiten oder sie zu unterstützen.	0	2
468	2	Dazu gehörte auch mein eigenes Studium.	0	3
3336	2	Erickson sagt, dass der erfolgreiche Abschluss jeder Stufe, zu einem gesunden Übergang in die nächste führt.	0	3
1724	2	Ich möchte, dass mein Unterricht so fesselnd und anregend wie möglich ist, um zu vermeiden, dass Probleme beim Verhaltensmanagement auftreten.	1	4
3587	2	Eine Herausforderung kann sein, dass die Kinder zu aufgeregt und abgelenkt sind, wenn sie die Geräte benutzen dürfen.	1	3
972	2	" Obwohl dies eine völlig fiktive Geschichte ist, bin ich mir sicher, dass viele von uns einen ""Sam"" in unserem Leben kennen;"	0	3
242	2	Viele Lehrer denken, dass die Aufmerksamkeit der Kinder schneller gewonnen wird, wenn sie lauter sprechen, aber das ist nicht immer der Fall.	0	3
2337	2	Es ist einfach, die Seite zu durchstöbern und die Themen herauszusuchen, die Ihnen am Herzen liegen.	0	4
1235	2	Wenn die Menschen die Fähigkeit hätten, Hass und Gewalt hinter sich zu lassen und sich darauf zu konzentrieren, einander zu lieben, dann wäre die Welt ein viel sichererer und glücklicherer Ort.	1	4
3130	2	Auf halber Strecke des Buches ändert sich die Geschichte.	0	3
127	2	Die Hälfte unseres englischen Vokabulars besteht aus lateinischen Wörtern und Wurzeln, es wird argumentiert, dass Latein der effizienteste Weg ist, die englische Grammatik zu lernen und es ist ein Teil unserer Geschichte als Land.	0	3
3560	2	Die Kinder hätten die Freiheit, über die Gegenstände zu entscheiden, die sie auswählen, wobei sie über Größe, Form und/oder Farbe nachdenken sollten. 	0	3
2971	2	Das liegt daran, dass Plastiktüten aus Polymeren bestehen, die lange Ketten von Molekülen sind.	0	3
1082	2	Während eines unserer letzten Inputs mit Professor diskutierten wir ein wenig über Zeit, was uns schließlich zu einer Diskussion über Stundenpläne und deren Funktionsweise führte.	0	3
3399	2	Dies fällt auf, da Babys gerne nach Dingen greifen, z. B. nach den Fingern!	1	3
251	2	Stimmprobleme wie Heiserkeit, Halsschmerzen und das Bedürfnis, sich ständig zu räuspern, sind sehr häufig. 	0	2
911	2	Ich war überrascht über das Engagement;	1	4
2834	2	Sie sollten dann sicherstellen, dass sie ihre Stimme nutzen, um sie mit gleichgesinnten Fachleuten zu teilen.	0	3
1909	2	Obwohl diese Strategie anfangs funktionierte, begann die Klasse, mich zu ignorieren, wenn ich diese Strategie anwendete, und so funktionierte sie für mich nicht so gut wie für den Klassenlehrer.	1	2
